row_index,ABBR,example,D_A,D_B,D_C,D_A_minus_D_B,L1H30_patched_logit_difference,L1H30_indirect_effect,L1H30_normalized_restoration,L1H24_patched_logit_difference,L1H24_indirect_effect,L1H24_normalized_restoration,L7H6_patched_logit_difference,L7H6_indirect_effect,L7H6_normalized_restoration,L3H4_patched_logit_difference,L3H4_indirect_effect,L3H4_normalized_restoration,MLP_L0_patched_logit_difference,MLP_L0_indirect_effect,MLP_L0_normalized_restoration,MLP_L14_patched_logit_difference,MLP_L14_indirect_effect,MLP_L14_normalized_restoration,MLP_L31_patched_logit_difference,MLP_L31_indirect_effect,MLP_L31_normalized_restoration
332,HSV,3,6.20703125,5.65625,0.69140625,0.55078125,5.69140625,0.03515625,0.06382978723404255,5.66015625,0.00390625,0.0070921985815602835,5.625,-0.03125,-0.05673758865248227,5.76171875,0.10546875,0.19148936170212766,5.82421875,0.16796875,0.3049645390070922,5.77734375,0.12109375,0.2198581560283688,5.6875,0.03125,0.05673758865248227
333,HSV,4,5.71484375,6.04296875,1.93359375,-0.328125,6.01171875,-0.03125,0.09523809523809523,6.0078125,-0.03515625,0.10714285714285714,6.0,-0.04296875,0.13095238095238096,5.9296875,-0.11328125,0.34523809523809523,6.19140625,0.1484375,-0.4523809523809524,6.16015625,0.1171875,-0.35714285714285715,6.01171875,-0.03125,0.09523809523809523
334,HSV,5,5.53515625,5.71484375,2.0625,-0.1796875,5.74609375,0.03125,-0.17391304347826086,5.7109375,-0.00390625,0.021739130434782608,5.7421875,0.02734375,-0.15217391304347827,5.67578125,-0.0390625,0.21739130434782608,5.359375,-0.35546875,1.9782608695652173,5.73828125,0.0234375,-0.13043478260869565,5.7109375,-0.00390625,0.021739130434782608
335,ICA,1,4.3203125,4.37109375,1.94140625,-0.05078125,4.400390625,0.029296875,-0.5769230769230769,4.38671875,0.015625,-0.3076923076923077,4.37109375,0.0,-0.0,4.369140625,-0.001953125,0.038461538461538464,4.38671875,0.015625,-0.3076923076923077,4.337890625,-0.033203125,0.6538461538461539,4.337890625,-0.033203125,0.6538461538461539
336,ICA,2,3.923828125,3.93359375,0.4296875,-0.009765625,3.943359375,0.009765625,-1.0,3.9765625,0.04296875,-4.4,3.9453125,0.01171875,-1.2,3.9453125,0.01171875,-1.2,3.873046875,-0.060546875,6.2,3.953125,0.01953125,-2.0,3.955078125,0.021484375,-2.2
337,ICA,3,4.49609375,4.748046875,-1.34375,-0.251953125,4.681640625,-0.06640625,0.26356589147286824,4.654296875,-0.09375,0.37209302325581395,4.716796875,-0.03125,0.12403100775193798,4.650390625,-0.09765625,0.3875968992248062,4.705078125,-0.04296875,0.17054263565891473,4.7109375,-0.037109375,0.14728682170542637,4.712890625,-0.03515625,0.13953488372093023
338,ICA,4,3.876953125,4.15625,0.6640625,-0.279296875,4.1875,0.03125,-0.11188811188811189,4.166015625,0.009765625,-0.03496503496503497,4.197265625,0.041015625,-0.14685314685314685,4.1875,0.03125,-0.11188811188811189,4.134765625,-0.021484375,0.07692307692307693,4.177734375,0.021484375,-0.07692307692307693,4.154296875,-0.001953125,0.006993006993006993
339,ICA,5,4.18359375,4.17578125,-0.5546875,0.0078125,4.1875,0.01171875,1.5,4.109375,-0.06640625,-8.5,4.140625,-0.03515625,-4.5,4.12890625,-0.046875,-6.0,4.12109375,-0.0546875,-7.0,4.140625,-0.03515625,-4.5,4.1328125,-0.04296875,-5.5
340,ICD,1,3.96484375,3.52734375,-0.765625,0.4375,3.55078125,0.0234375,0.05357142857142857,3.52734375,0.0,0.0,3.52734375,0.0,0.0,3.4921875,-0.03515625,-0.08035714285714286,3.6953125,0.16796875,0.38392857142857145,3.52734375,0.0,0.0,3.52734375,0.0,0.0
341,ICD,2,4.05859375,3.99609375,1.3984375,0.0625,3.984375,-0.01171875,-0.1875,3.96484375,-0.03125,-0.5,4.0078125,0.01171875,0.1875,3.974609375,-0.021484375,-0.34375,4.015625,0.01953125,0.3125,4.009765625,0.013671875,0.21875,4.009765625,0.013671875,0.21875
342,ICD,3,4.068359375,3.65234375,1.91796875,0.416015625,3.640625,-0.01171875,-0.028169014084507043,3.625,-0.02734375,-0.06572769953051644,3.65234375,0.0,0.0,3.65234375,0.0,0.0,3.734375,0.08203125,0.19718309859154928,3.65625,0.00390625,0.009389671361502348,3.65234375,0.0,0.0
343,ICD,4,3.67578125,2.015625,-0.6640625,1.66015625,2.03125,0.015625,0.009411764705882352,2.046875,0.03125,0.018823529411764704,2.015625,0.0,0.0,2.03515625,0.01953125,0.011764705882352941,2.01171875,-0.00390625,-0.002352941176470588,2.05859375,0.04296875,0.02588235294117647,2.03125,0.015625,0.009411764705882352
344,ICD,5,3.986328125,2.998046875,-1.00390625,0.98828125,2.99609375,-0.001953125,-0.001976284584980237,2.966796875,-0.03125,-0.03162055335968379,2.990234375,-0.0078125,-0.007905138339920948,2.94140625,-0.056640625,-0.05731225296442688,3.0625,0.064453125,0.06521739130434782,2.990234375,-0.0078125,-0.007905138339920948,2.982421875,-0.015625,-0.015810276679841896
345,INH,1,0.0234375,-0.09765625,-0.966796875,0.12109375,-0.10546875,-0.0078125,-0.06451612903225806,-0.0859375,0.01171875,0.0967741935483871,-0.0859375,0.01171875,0.0967741935483871,-0.1171875,-0.01953125,-0.16129032258064516,-0.1171875,-0.01953125,-0.16129032258064516,-0.1015625,-0.00390625,-0.03225806451612903,-0.10546875,-0.0078125,-0.06451612903225806
346,INH,2,0.39453125,0.46484375,-1.125,-0.0703125,0.462890625,-0.001953125,0.027777777777777776,0.462890625,-0.001953125,0.027777777777777776,0.44921875,-0.015625,0.2222222222222222,0.47265625,0.0078125,-0.1111111111111111,0.482421875,0.017578125,-0.25,0.47265625,0.0078125,-0.1111111111111111,0.46484375,0.0,-0.0
347,INH,3,0.02734375,0.0703125,-1.09765625,-0.04296875,0.0703125,0.0,-0.0,0.0625,-0.0078125,0.18181818181818182,0.0546875,-0.015625,0.36363636363636365,0.0546875,-0.015625,0.36363636363636365,0.02734375,-0.04296875,1.0,0.046875,-0.0234375,0.5454545454545454,0.0546875,-0.015625,0.36363636363636365
348,INH,4,0.30078125,0.1484375,-1.0703125,0.15234375,0.12890625,-0.01953125,-0.1282051282051282,0.1484375,0.0,0.0,0.125,-0.0234375,-0.15384615384615385,0.12890625,-0.01953125,-0.1282051282051282,0.05859375,-0.08984375,-0.5897435897435898,0.12890625,-0.01953125,-0.1282051282051282,0.14453125,-0.00390625,-0.02564102564102564
349,INH,5,0.125,0.171875,-0.6953125,-0.046875,0.171875,0.0,-0.0,0.171875,0.0,-0.0,0.16015625,-0.01171875,0.25,0.16796875,-0.00390625,0.08333333333333333,0.19140625,0.01953125,-0.4166666666666667,0.16796875,-0.00390625,0.08333333333333333,0.16796875,-0.00390625,0.08333333333333333
350,ITP,1,1.0068359375,0.384765625,-0.181640625,0.6220703125,0.388671875,0.00390625,0.006279434850863423,0.38671875,0.001953125,0.0031397174254317113,0.3984375,0.013671875,0.02197802197802198,0.39453125,0.009765625,0.015698587127158554,0.412109375,0.02734375,0.04395604395604396,0.40625,0.021484375,0.03453689167974882,0.404296875,0.01953125,0.03139717425431711
351,ITP,2,0.7744140625,0.3203125,-0.08203125,0.4541015625,0.33984375,0.01953125,0.043010752688172046,0.333984375,0.013671875,0.030107526881720432,0.3359375,0.015625,0.034408602150537634,0.345703125,0.025390625,0.05591397849462366,0.3515625,0.03125,0.06881720430107527,0.33984375,0.01953125,0.043010752688172046,0.33984375,0.01953125,0.043010752688172046
352,ITP,3,0.78515625,0.2734375,-0.14453125,0.51171875,0.25,-0.0234375,-0.04580152671755725,0.251953125,-0.021484375,-0.04198473282442748,0.2734375,0.0,0.0,0.27734375,0.00390625,0.007633587786259542,0.271484375,-0.001953125,-0.003816793893129771,0.26171875,-0.01171875,-0.022900763358778626,0.2578125,-0.015625,-0.030534351145038167
353,ITP,4,0.86083984375,0.3125,-0.2890625,0.54833984375,0.31640625,0.00390625,0.007123775601068566,0.31640625,0.00390625,0.007123775601068566,0.3125,0.0,0.0,0.328125,0.015625,0.028495102404274265,0.353515625,0.041015625,0.07479964381121995,0.310546875,-0.001953125,-0.003561887800534283,0.3359375,0.0234375,0.0427426536064114
354,ITP,5,0.7841796875,0.37890625,-0.1015625,0.4052734375,0.376953125,-0.001953125,-0.004819277108433735,0.36328125,-0.015625,-0.03855421686746988,0.369140625,-0.009765625,-0.024096385542168676,0.38671875,0.0078125,0.01927710843373494,0.388671875,0.009765625,0.024096385542168676,0.384765625,0.005859375,0.014457831325301205,0.3671875,-0.01171875,-0.02891566265060241
355,IUGR,1,1.025390625,0.375,-0.4638671875,0.650390625,0.3828125,0.0078125,0.012012012012012012,0.3984375,0.0234375,0.036036036036036036,0.390625,0.015625,0.024024024024024024,0.3984375,0.0234375,0.036036036036036036,0.38671875,0.01171875,0.018018018018018018,0.40625,0.03125,0.04804804804804805,0.39453125,0.01953125,0.03003003003003003
356,IUGR,2,0.646484375,0.32421875,-0.734375,0.322265625,0.32421875,0.0,0.0,0.33984375,0.015625,0.048484848484848485,0.3359375,0.01171875,0.03636363636363636,0.328125,0.00390625,0.012121212121212121,0.3046875,-0.01953125,-0.06060606060606061,0.328125,0.00390625,0.012121212121212121,0.34375,0.01953125,0.06060606060606061
357,IUGR,3,0.34375,-0.10546875,-0.7783203125,0.44921875,-0.109375,-0.00390625,-0.008695652173913044,-0.125,-0.01953125,-0.043478260869565216,-0.125,-0.01953125,-0.043478260869565216,-0.12109375,-0.015625,-0.034782608695652174,-0.02734375,0.078125,0.17391304347826086,-0.11328125,-0.0078125,-0.017391304347826087,-0.109375,-0.00390625,-0.008695652173913044
358,IUGR,4,0.666015625,0.32421875,-0.6826171875,0.341796875,0.328125,0.00390625,0.011428571428571429,0.33984375,0.015625,0.045714285714285714,0.32421875,0.0,0.0,0.33984375,0.015625,0.045714285714285714,0.359375,0.03515625,0.10285714285714286,0.33984375,0.015625,0.045714285714285714,0.33984375,0.015625,0.045714285714285714
359,IUGR,5,0.783203125,0.3515625,-0.6796875,0.431640625,0.37109375,0.01953125,0.04524886877828054,0.37890625,0.02734375,0.06334841628959276,0.37109375,0.01953125,0.04524886877828054,0.3515625,0.0,0.0,0.3046875,-0.046875,-0.1085972850678733,0.375,0.0234375,0.05429864253393665,0.38671875,0.03515625,0.08144796380090498
360,IVC,1,2.466796875,2.625,-0.30078125,-0.158203125,2.609375,-0.015625,0.09876543209876543,2.64453125,0.01953125,-0.12345679012345678,2.62890625,0.00390625,-0.024691358024691357,2.59375,-0.03125,0.19753086419753085,2.5625,-0.0625,0.3950617283950617,2.646484375,0.021484375,-0.13580246913580246,2.578125,-0.046875,0.2962962962962963
361,IVC,2,2.0546875,1.86328125,-0.533203125,0.19140625,1.859375,-0.00390625,-0.02040816326530612,1.84765625,-0.015625,-0.08163265306122448,1.83203125,-0.03125,-0.16326530612244897,1.84765625,-0.015625,-0.08163265306122448,1.75,-0.11328125,-0.5918367346938775,1.84375,-0.01953125,-0.10204081632653061,1.859375,-0.00390625,-0.02040816326530612
362,IVC,3,2.390625,2.4140625,-0.041015625,-0.0234375,2.3984375,-0.015625,0.6666666666666666,2.3828125,-0.03125,1.3333333333333333,2.3984375,-0.015625,0.6666666666666666,2.400390625,-0.013671875,0.5833333333333334,2.427734375,0.013671875,-0.5833333333333334,2.3828125,-0.03125,1.3333333333333333,2.39453125,-0.01953125,0.8333333333333334
363,IVC,4,2.32421875,2.37890625,0.02734375,-0.0546875,2.37890625,0.0,-0.0,2.36328125,-0.015625,0.2857142857142857,2.39453125,0.015625,-0.2857142857142857,2.34765625,-0.03125,0.5714285714285714,2.35546875,-0.0234375,0.42857142857142855,2.400390625,0.021484375,-0.39285714285714285,2.33203125,-0.046875,0.8571428571428571
364,IVC,5,2.40234375,2.501953125,-0.099609375,-0.099609375,2.46875,-0.033203125,0.3333333333333333,2.47265625,-0.029296875,0.29411764705882354,2.48828125,-0.013671875,0.13725490196078433,2.50390625,0.001953125,-0.0196078431372549,2.48828125,-0.013671875,0.13725490196078433,2.486328125,-0.015625,0.1568627450980392,2.47265625,-0.029296875,0.29411764705882354
365,IVP,1,12.64453125,13.46875,4.765625,-0.82421875,13.40234375,-0.06640625,0.08056872037914692,13.46484375,-0.00390625,0.004739336492890996,13.40234375,-0.06640625,0.08056872037914692,13.54296875,0.07421875,-0.09004739336492891,13.259765625,-0.208984375,0.25355450236966826,13.4609375,-0.0078125,0.009478672985781991,13.45703125,-0.01171875,0.014218009478672985
366,IVP,2,12.240234375,12.8203125,6.07421875,-0.580078125,12.86328125,0.04296875,-0.07407407407407407,12.82421875,0.00390625,-0.006734006734006734,12.9453125,0.125,-0.21548821548821548,12.81640625,-0.00390625,0.006734006734006734,13.3359375,0.515625,-0.8888888888888888,12.90234375,0.08203125,-0.1414141414141414,12.90625,0.0859375,-0.14814814814814814
367,IVP,3,11.609375,11.828125,5.67578125,-0.21875,11.70703125,-0.12109375,0.5535714285714286,11.703125,-0.125,0.5714285714285714,11.78125,-0.046875,0.21428571428571427,11.70703125,-0.12109375,0.5535714285714286,12.9765625,1.1484375,-5.25,11.69921875,-0.12890625,0.5892857142857143,11.69921875,-0.12890625,0.5892857142857143
368,IVP,4,11.8671875,11.74609375,5.7890625,0.12109375,11.83203125,0.0859375,0.7096774193548387,11.765625,0.01953125,0.16129032258064516,11.81640625,0.0703125,0.5806451612903226,11.828125,0.08203125,0.6774193548387096,12.0703125,0.32421875,2.6774193548387095,11.79296875,0.046875,0.3870967741935484,11.828125,0.08203125,0.6774193548387096
369,IVP,5,11.548828125,11.62109375,4.703125,-0.072265625,11.60546875,-0.015625,0.21621621621621623,11.609375,-0.01171875,0.16216216216216217,11.5390625,-0.08203125,1.135135135135135,11.59765625,-0.0234375,0.32432432432432434,11.59375,-0.02734375,0.3783783783783784,11.62109375,0.0,-0.0,11.60546875,-0.015625,0.21621621621621623
370,LAD,1,1.4296875,1.75,-0.2421875,-0.3203125,1.78125,0.03125,-0.0975609756097561,1.734375,-0.015625,0.04878048780487805,1.78515625,0.03515625,-0.10975609756097561,1.7578125,0.0078125,-0.024390243902439025,1.77734375,0.02734375,-0.08536585365853659,1.76171875,0.01171875,-0.036585365853658534,1.765625,0.015625,-0.04878048780487805
371,LAD,2,1.4921875,1.3515625,0.0625,0.140625,1.3515625,0.0,0.0,1.33203125,-0.01953125,-0.1388888888888889,1.36328125,0.01171875,0.08333333333333333,1.328125,-0.0234375,-0.16666666666666666,1.42578125,0.07421875,0.5277777777777778,1.3671875,0.015625,0.1111111111111111,1.359375,0.0078125,0.05555555555555555
372,LAD,3,1.275390625,1.1875,-1.07421875,0.087890625,1.22265625,0.03515625,0.4,1.16796875,-0.01953125,-0.2222222222222222,1.1875,0.0,0.0,1.20703125,0.01953125,0.2222222222222222,1.33984375,0.15234375,1.7333333333333334,1.16796875,-0.01953125,-0.2222222222222222,1.1640625,-0.0234375,-0.26666666666666666
373,LAD,4,1.5546875,2.03125,-0.9814453125,-0.4765625,2.0625,0.03125,-0.06557377049180328,2.04296875,0.01171875,-0.02459016393442623,2.015625,-0.015625,0.03278688524590164,2.03515625,0.00390625,-0.00819672131147541,1.94140625,-0.08984375,0.1885245901639344,2.03515625,0.00390625,-0.00819672131147541,2.03515625,0.00390625,-0.00819672131147541
374,LAD,5,1.712890625,2.0078125,-2.26806640625,-0.294921875,1.9921875,-0.015625,0.052980132450331126,1.9609375,-0.046875,0.15894039735099338,1.95703125,-0.05078125,0.17218543046357615,1.9765625,-0.03125,0.10596026490066225,2.22265625,0.21484375,-0.7284768211920529,2.00390625,-0.00390625,0.013245033112582781,1.98046875,-0.02734375,0.09271523178807947
375,LDL,1,5.025390625,5.314453125,0.53515625,-0.2890625,5.3125,-0.001953125,0.006756756756756757,5.314453125,0.0,-0.0,5.345703125,0.03125,-0.10810810810810811,5.341796875,0.02734375,-0.0945945945945946,5.302734375,-0.01171875,0.04054054054054054,5.314453125,0.0,-0.0,5.314453125,0.0,-0.0
376,LDL,2,5.091796875,5.30078125,-0.62890625,-0.208984375,5.32421875,0.0234375,-0.11214953271028037,5.234375,-0.06640625,0.3177570093457944,5.28515625,-0.015625,0.07476635514018691,5.279296875,-0.021484375,0.102803738317757,5.466796875,0.166015625,-0.794392523364486,5.29296875,-0.0078125,0.037383177570093455,5.279296875,-0.021484375,0.102803738317757
377,LDL,3,4.5859375,4.263671875,-1.033203125,0.322265625,4.234375,-0.029296875,-0.09090909090909091,4.294921875,0.03125,0.09696969696969697,4.265625,0.001953125,0.006060606060606061,4.234375,-0.029296875,-0.09090909090909091,4.3125,0.048828125,0.15151515151515152,4.265625,0.001953125,0.006060606060606061,4.234375,-0.029296875,-0.09090909090909091
378,LDL,4,5.8046875,5.931640625,2.740234375,-0.126953125,5.931640625,0.0,-0.0,5.888671875,-0.04296875,0.3384615384615385,5.8984375,-0.033203125,0.26153846153846155,5.9140625,-0.017578125,0.13846153846153847,5.76171875,-0.169921875,1.3384615384615384,5.8984375,-0.033203125,0.26153846153846155,5.9296875,-0.001953125,0.015384615384615385
379,LDL,5,5.1796875,5.38671875,0.8203125,-0.20703125,5.37109375,-0.015625,0.07547169811320754,5.361328125,-0.025390625,0.12264150943396226,5.423828125,0.037109375,-0.1792452830188679,5.4375,0.05078125,-0.24528301886792453,5.3828125,-0.00390625,0.018867924528301886,5.384765625,-0.001953125,0.009433962264150943,5.416015625,0.029296875,-0.14150943396226415
380,LMP,1,3.845703125,3.91796875,1.271484375,-0.072265625,3.888671875,-0.029296875,0.40540540540540543,3.890625,-0.02734375,0.3783783783783784,3.89453125,-0.0234375,0.32432432432432434,3.96484375,0.046875,-0.6486486486486487,4.0546875,0.13671875,-1.8918918918918919,3.89453125,-0.0234375,0.32432432432432434,3.89453125,-0.0234375,0.32432432432432434
381,LMP,2,4.017578125,3.654296875,0.26171875,0.36328125,3.65625,0.001953125,0.005376344086021506,3.685546875,0.03125,0.08602150537634409,3.623046875,-0.03125,-0.08602150537634409,3.69140625,0.037109375,0.10215053763440861,3.62890625,-0.025390625,-0.06989247311827956,3.7109375,0.056640625,0.15591397849462366,3.654296875,0.0,0.0
382,LMP,3,3.46875,3.09765625,1.046875,0.37109375,3.125,0.02734375,0.07368421052631578,3.125,0.02734375,0.07368421052631578,3.15625,0.05859375,0.15789473684210525,3.16796875,0.0703125,0.18947368421052632,3.3125,0.21484375,0.5789473684210527,3.125,0.02734375,0.07368421052631578,3.109375,0.01171875,0.031578947368421054
383,LMP,4,3.5390625,3.5,0.6171875,0.0390625,3.546875,0.046875,1.2,3.52734375,0.02734375,0.7,3.515625,0.015625,0.4,3.53125,0.03125,0.8,3.421875,-0.078125,-2.0,3.5390625,0.0390625,1.0,3.51171875,0.01171875,0.3
384,LMP,5,3.42578125,2.64453125,-0.3828125,0.78125,2.69921875,0.0546875,0.07,2.6796875,0.03515625,0.045,2.69140625,0.046875,0.06,2.74609375,0.1015625,0.13,2.65625,0.01171875,0.015,2.6953125,0.05078125,0.065,2.6953125,0.05078125,0.065
385,MAI,1,4.055419921875,5.2275390625,0.435546875,-1.172119140625,5.22216796875,-0.00537109375,0.0045823786711101855,5.22900390625,0.00146484375,-0.0012497396375755051,5.22119140625,-0.00634765625,0.0054155384294938555,5.25830078125,0.03076171875,-0.02624453238908561,5.57177734375,0.34423828125,-0.29368881483024367,5.18896484375,-0.03857421875,0.032909810456154966,5.22607421875,-0.00146484375,0.0012497396375755051
386,MAI,2,4.252685546875,3.013671875,-0.984375,1.239013671875,2.94921875,-0.064453125,-0.052019704433497536,2.9638671875,-0.0498046875,-0.04019704433497537,2.9140625,-0.099609375,-0.08039408866995074,2.958984375,-0.0546875,-0.044137931034482755,3.0205078125,0.0068359375,0.005517241379310344,2.9013671875,-0.1123046875,-0.09064039408866995,2.9384765625,-0.0751953125,-0.060689655172413794
387,MAI,3,3.8302001953125,4.71630859375,-0.41015625,-0.8861083984375,4.68505859375,-0.03125,0.0352665656426505,4.65478515625,-0.0615234375,0.06943105110896818,4.716796875,0.00048828125,-0.0005510400881664141,4.7197265625,0.00341796875,-0.003857280617164899,4.55224609375,-0.1640625,0.18514946962391515,4.68603515625,-0.0302734375,0.03416448546631767,4.71826171875,0.001953125,-0.0022041603526656564
388,MAI,4,4.08447265625,2.41796875,-0.716796875,1.66650390625,2.44140625,0.0234375,0.014063873425139173,2.44140625,0.0234375,0.014063873425139173,2.4375,0.01953125,0.011719894520949311,2.41796875,0.0,0.0,2.056640625,-0.361328125,-0.21681804863756227,2.41796875,0.0,0.0,2.42578125,0.0078125,0.004687957808379725
389,MAI,5,4.47705078125,5.35693359375,-0.74609375,-0.8798828125,5.3310546875,-0.02587890625,0.029411764705882353,5.26806640625,-0.0888671875,0.10099889012208657,5.36181640625,0.0048828125,-0.005549389567147614,5.263671875,-0.09326171875,0.10599334073251943,4.94580078125,-0.4111328125,0.4672586015538291,5.36328125,0.00634765625,-0.007214206437291898,5.2978515625,-0.05908203125,0.06714761376248612
390,MCA,1,3.1796875,3.36328125,1.431640625,-0.18359375,3.32421875,-0.0390625,0.2127659574468085,3.337890625,-0.025390625,0.13829787234042554,3.32421875,-0.0390625,0.2127659574468085,3.349609375,-0.013671875,0.07446808510638298,3.259765625,-0.103515625,0.5638297872340425,3.353515625,-0.009765625,0.05319148936170213,3.35546875,-0.0078125,0.0425531914893617
391,MCA,2,3.810546875,3.796875,1.740234375,0.013671875,3.755859375,-0.041015625,-3.0,3.7568359375,-0.0400390625,-2.9285714285714284,3.7578125,-0.0390625,-2.857142857142857,3.712890625,-0.083984375,-6.142857142857143,3.662109375,-0.134765625,-9.857142857142858,3.7578125,-0.0390625,-2.857142857142857,3.755859375,-0.041015625,-3.0
392,MCA,3,3.19140625,2.9765625,1.619140625,0.21484375,2.95703125,-0.01953125,-0.09090909090909091,2.95703125,-0.01953125,-0.09090909090909091,2.9765625,0.0,0.0,2.92578125,-0.05078125,-0.23636363636363636,2.94921875,-0.02734375,-0.12727272727272726,2.96875,-0.0078125,-0.03636363636363636,2.9921875,0.015625,0.07272727272727272
393,MCA,4,3.0234375,2.599609375,1.60546875,0.423828125,2.623046875,0.0234375,0.055299539170506916,2.59375,-0.005859375,-0.013824884792626729,2.65625,0.056640625,0.1336405529953917,2.595703125,-0.00390625,-0.009216589861751152,2.69921875,0.099609375,0.2350230414746544,2.595703125,-0.00390625,-0.009216589861751152,2.599609375,0.0,0.0
394,MCA,5,3.283203125,3.3671875,-1.15234375,-0.083984375,3.3359375,-0.03125,0.37209302325581395,3.33203125,-0.03515625,0.4186046511627907,3.333984375,-0.033203125,0.3953488372093023,3.359375,-0.0078125,0.09302325581395349,3.25390625,-0.11328125,1.3488372093023255,3.3359375,-0.03125,0.37209302325581395,3.349609375,-0.017578125,0.20930232558139536
395,MCH,1,2.8505859375,3.517578125,-0.0390625,-0.6669921875,3.537109375,0.01953125,-0.029282576866764276,3.494140625,-0.0234375,0.03513909224011713,3.5546875,0.037109375,-0.055636896046852125,3.4931640625,-0.0244140625,0.036603221083455345,3.6416015625,0.1240234375,-0.18594436310395315,3.52734375,0.009765625,-0.014641288433382138,3.51953125,0.001953125,-0.0029282576866764276
396,MCH,2,3.05859375,3.4736328125,-0.30859375,-0.4150390625,3.412109375,-0.0615234375,0.14823529411764705,3.4453125,-0.0283203125,0.06823529411764706,3.4326171875,-0.041015625,0.0988235294117647,3.400390625,-0.0732421875,0.17647058823529413,3.2587890625,-0.21484375,0.5176470588235295,3.466796875,-0.0068359375,0.01647058823529412,3.439453125,-0.0341796875,0.08235294117647059
397,MCH,3,3.046875,3.1982421875,0.51171875,-0.1513671875,3.201171875,0.0029296875,-0.01935483870967742,3.16796875,-0.0302734375,0.2,3.1806640625,-0.017578125,0.11612903225806452,3.18359375,-0.0146484375,0.0967741935483871,2.9462890625,-0.251953125,1.664516129032258,3.2001953125,0.001953125,-0.012903225806451613,3.201171875,0.0029296875,-0.01935483870967742
398,MCH,4,2.78955078125,3.251953125,-0.9541015625,-0.46240234375,3.224609375,-0.02734375,0.059134107708553325,3.2548828125,0.0029296875,-0.006335797254487857,3.2236328125,-0.0283203125,0.061246040126715945,3.25390625,0.001953125,-0.004223864836325237,3.0078125,-0.244140625,0.5279831045406547,3.26953125,0.017578125,-0.03801478352692714,3.2275390625,-0.0244140625,0.05279831045406547
399,MCH,5,2.587890625,3.03125,0.14453125,-0.443359375,3.03125,0.0,-0.0,3.02734375,-0.00390625,0.00881057268722467,3.044921875,0.013671875,-0.030837004405286344,3.009765625,-0.021484375,0.048458149779735685,3.015625,-0.015625,0.03524229074889868,3.029296875,-0.001953125,0.004405286343612335,3.03125,0.0,-0.0
400,MCV,1,2.064453125,1.83984375,-2.6357421875,0.224609375,1.828125,-0.01171875,-0.05217391304347826,1.82421875,-0.015625,-0.06956521739130435,1.82421875,-0.015625,-0.06956521739130435,1.8203125,-0.01953125,-0.08695652173913043,1.890625,0.05078125,0.22608695652173913,1.83984375,0.0,0.0,1.8203125,-0.01953125,-0.08695652173913043
401,MCV,2,1.90234375,1.7890625,1.015625,0.11328125,1.80078125,0.01171875,0.10344827586206896,1.79296875,0.00390625,0.034482758620689655,1.79296875,0.00390625,0.034482758620689655,1.7890625,0.0,0.0,1.8125,0.0234375,0.20689655172413793,1.80078125,0.01171875,0.10344827586206896,1.79296875,0.00390625,0.034482758620689655
402,MCV,3,1.8203125,1.796875,0.58203125,0.0234375,1.78125,-0.015625,-0.6666666666666666,1.796875,0.0,0.0,1.8046875,0.0078125,0.3333333333333333,1.81640625,0.01953125,0.8333333333333334,1.8671875,0.0703125,3.0,1.78125,-0.015625,-0.6666666666666666,1.78515625,-0.01171875,-0.5
403,MCV,4,1.953125,2.23046875,-2.46484375,-0.27734375,2.22265625,-0.0078125,0.028169014084507043,2.22265625,-0.0078125,0.028169014084507043,2.28125,0.05078125,-0.18309859154929578,2.27734375,0.046875,-0.16901408450704225,2.1015625,-0.12890625,0.4647887323943662,2.22265625,-0.0078125,0.028169014084507043,2.22265625,-0.0078125,0.028169014084507043
404,MCV,5,1.7734375,1.8046875,0.25390625,-0.03125,1.7890625,-0.015625,0.5,1.7734375,-0.03125,1.0,1.7578125,-0.046875,1.5,1.77734375,-0.02734375,0.875,1.8046875,0.0,-0.0,1.7734375,-0.03125,1.0,1.78515625,-0.01953125,0.625
405,MDI,1,4.625,4.54296875,1.3125,0.08203125,4.53125,-0.01171875,-0.14285714285714285,4.51171875,-0.03125,-0.38095238095238093,4.5234375,-0.01953125,-0.23809523809523808,4.59765625,0.0546875,0.6666666666666666,4.63671875,0.09375,1.1428571428571428,4.5,-0.04296875,-0.5238095238095238,4.55078125,0.0078125,0.09523809523809523
406,MDI,2,5.134765625,5.265625,-0.705078125,-0.130859375,5.234375,-0.03125,0.23880597014925373,5.25,-0.015625,0.11940298507462686,5.23046875,-0.03515625,0.26865671641791045,5.29296875,0.02734375,-0.208955223880597,5.02734375,-0.23828125,1.8208955223880596,5.234375,-0.03125,0.23880597014925373,5.21875,-0.046875,0.3582089552238806
407,MDI,3,4.90625,4.54296875,0.0625,0.36328125,4.53515625,-0.0078125,-0.021505376344086023,4.53125,-0.01171875,-0.03225806451612903,4.5234375,-0.01953125,-0.053763440860215055,4.53515625,-0.0078125,-0.021505376344086023,4.55859375,0.015625,0.043010752688172046,4.546875,0.00390625,0.010752688172043012,4.56640625,0.0234375,0.06451612903225806
408,MDI,4,4.9609375,4.59765625,0.484375,0.36328125,4.5703125,-0.02734375,-0.07526881720430108,4.58203125,-0.015625,-0.043010752688172046,4.5703125,-0.02734375,-0.07526881720430108,4.60546875,0.0078125,0.021505376344086023,4.77734375,0.1796875,0.4946236559139785,4.5703125,-0.02734375,-0.07526881720430108,4.5859375,-0.01171875,-0.03225806451612903
